created_at,full_text,text_casefolded,text_clean,text_tokens,text_normalized,text_stopword,text_stemmed,sentimen,text_stemmed_str
2025-02-14 11:52:31+00:00,$BBRI Menyala lagi asing bawa pulang 800M masih setia nunggu harga 3500an https://t.co/s5ZyVTujXN,$bbri menyala lagi asing bawa pulang 800m masih setia nunggu harga 3500an https://t.co/s5zyvtujxn,bbri menyala lagi asing bawa pulang m masih setia nunggu harga an,"['bbri', 'menyala', 'lagi', 'asing', 'bawa', 'pulang', 'm', 'masih', 'setia', 'nunggu', 'harga', 'an']","['bbri', 'menyala', 'lagi', 'asing', 'bawa', 'pulang', 'sama', 'masih', 'setia', 'menunggu', 'harga', 'an']","['bbri', 'menyala', 'asing', 'bawa', 'pulang', 'sama', 'setia', 'menunggu', 'harga', 'an']","['bbri', 'nyala', 'asing', 'bawa', 'pulang', 'sama', 'setia', 'tunggu', 'harga', 'an']",netral,bbri nyala asing bawa pulang sama setia tunggu harga an
2025-02-14 11:57:03+00:00,@vdyskie fundamental sama teknikal udah gangaruh ama bbri,@vdyskie fundamental sama teknikal udah gangaruh ama bbri,fundamental sama teknikal udah gangaruh ama bbri,"['fundamental', 'sama', 'teknikal', 'udah', 'gangaruh', 'ama', 'bbri']","['fundamental', 'sama', 'teknikal', 'sudah', 'gangaruh', 'sama', 'bbri']","['fundamental', 'sama', 'teknikal', 'gangaruh', 'sama', 'bbri']","['fundamental', 'sama', 'teknikal', 'gangaruh', 'sama', 'bbri']",negatif,fundamental sama teknikal gangaruh sama bbri
2025-02-14 13:11:30+00:00,@civtten_ Nek aku kok luih pingin saham BBRI ,@civtten_ nek aku kok luih pingin saham bbri ,nek aku kok luih pingin saham bbri,"['nek', 'aku', 'kok', 'luih', 'pingin', 'saham', 'bbri']","['nek', 'aku', 'kok', 'luih', 'pengin', 'saham', 'bbri']","['nek', 'aku', 'kok', 'luih', 'pengin', 'saham', 'bbri']","['nek', 'aku', 'kok', 'luih', 'pengin', 'saham', 'bbri']",positif,nek aku kok luih pengin saham bbri
2025-02-14 13:45:12+00:00,PT Bank Rakyat Indonesia (Persero) Tbk (BBRI) berencana melakukan pembelian kembali saham (buyback) dengan nilai sebesar-besarnya Rp3.000.000.000.000. Sumber dana atas pelaksanaan buyback $BBRI akan menggunakan kas internal. [1/3] https://t.co/5C2qNdHEsF,pt bank rakyat indonesia (persero) tbk (bbri) berencana melakukan pembelian kembali saham (buyback) dengan nilai sebesar-besarnya rp3.000.000.000.000. sumber dana atas pelaksanaan buyback $bbri akan menggunakan kas internal. [1/3] https://t.co/5c2qndhesf,pt bank rakyat indonesia persero tbk bbri berencana melakukan pembelian kembali saham buyback dengan nilai sebesarbesarnya rp sumber dana atas pelaksanaan buyback bbri akan menggunakan kas internal,"['pt', 'bank', 'rakyat', 'indonesia', 'persero', 'tbk', 'bbri', 'berencana', 'melakukan', 'pembelian', 'kembali', 'saham', 'buyback', 'dengan', 'nilai', 'sebesarbesarnya', 'rp', 'sumber', 'dana', 'atas', 'pelaksanaan', 'buyback', 'bbri', 'akan', 'menggunakan', 'kas', 'internal']","['pt', 'bank', 'rakyat', 'indonesia', 'persero', 'tbk', 'bbri', 'berencana', 'melakukan', 'pembelian', 'kembali', 'saham', 'buyback', 'dengan', 'nilai', 'sebesarbesarnya', 'rp', 'sumber', 'dana', 'atas', 'pelaksanaan', 'buyback', 'bbri', 'akan', 'menggunakan', 'kas', 'internal']","['pt', 'bank', 'rakyat', 'indonesia', 'persero', 'tbk', 'bbri', 'berencana', 'melakukan', 'pembelian', 'saham', 'buyback', 'nilai', 'sebesarbesarnya', 'rp', 'sumber', 'dana', 'atas', 'pelaksanaan', 'buyback', 'bbri', 'menggunakan', 'kas', 'internal']","['pt', 'bank', 'rakyat', 'indonesia', 'persero', 'tbk', 'bbri', 'rencana', 'laku', 'beli', 'saham', 'buyback', 'nilai', 'sebesarbesarnya', 'rp', 'sumber', 'dana', 'atas', 'laksana', 'buyback', 'bbri', 'guna', 'kas', 'internal']",positif,pt bank rakyat indonesia persero tbk bbri rencana laku beli saham buyback nilai sebesarbesarnya rp sumber dana atas laksana buyback bbri guna kas internal
2025-02-14 13:45:12+00:00,Pelaksanaan buyback &amp; jumlah keseluruhan saham treasuri yang akan dimiliki $BBRI tidak akan melebihi 10% dari jumlah modal yang ditempatkan. Buyback dapat dilaksanakan melalui transaksi di Bursa Efek maupun di luar Bursa Efek. [2/3] https://t.co/ZlOLxrMOzd,pelaksanaan buyback &amp; jumlah keseluruhan saham treasuri yang akan dimiliki $bbri tidak akan melebihi 10% dari jumlah modal yang ditempatkan. buyback dapat dilaksanakan melalui transaksi di bursa efek maupun di luar bursa efek. [2/3] https://t.co/zlolxrmozd,pelaksanaan buyback amp jumlah keseluruhan saham treasuri yang akan dimiliki bbri tidak akan melebihi dari jumlah modal yang ditempatkan buyback dapat dilaksanakan melalui transaksi di bursa efek maupun di luar bursa efek,"['pelaksanaan', 'buyback', 'amp', 'jumlah', 'keseluruhan', 'saham', 'treasuri', 'yang', 'akan', 'dimiliki', 'bbri', 'tidak', 'akan', 'melebihi', 'dari', 'jumlah', 'modal', 'yang', 'ditempatkan', 'buyback', 'dapat', 'dilaksanakan', 'melalui', 'transaksi', 'di', 'bursa', 'efek', 'maupun', 'di', 'luar', 'bursa', 'efek']","['pelaksanaan', 'buyback', 'amp', 'jumlah', 'keseluruhan', 'saham', 'treasuri', 'yang', 'akan', 'dimiliki', 'bbri', 'tidak', 'akan', 'melebihi', 'dari', 'jumlah', 'modal', 'yang', 'ditempatkan', 'buyback', 'dapat', 'dilaksanakan', 'melalui', 'transaksi', 'di', 'bursa', 'efek', 'maupun', 'di', 'luar', 'bursa', 'efek']","['pelaksanaan', 'buyback', 'amp', 'jumlah', 'keseluruhan', 'saham', 'treasuri', 'dimiliki', 'bbri', 'melebihi', 'jumlah', 'modal', 'ditempatkan', 'buyback', 'dilaksanakan', 'melalui', 'transaksi', 'bursa', 'efek', 'maupun', 'luar', 'bursa', 'efek']","['laksana', 'buyback', 'amp', 'jumlah', 'seluruh', 'saham', 'treasuri', 'milik', 'bbri', 'lebih', 'jumlah', 'modal', 'tempat', 'buyback', 'laksana', 'lalu', 'transaksi', 'bursa', 'efek', 'maupun', 'luar', 'bursa', 'efek']",positif,laksana buyback amp jumlah seluruh saham treasuri milik bbri lebih jumlah modal tempat buyback laksana lalu transaksi bursa efek maupun luar bursa efek
2025-02-14 14:03:02+00:00,BBRI Apakahh akan terjun payung dibawah 3800?,bbri apakahh akan terjun payung dibawah 3800?,bbri apakahh akan terjun payung dibawah,"['bbri', 'apakahh', 'akan', 'terjun', 'payung', 'dibawah']","['bbri', 'apakahh', 'akan', 'terjun', 'payung', 'dibawah']","['bbri', 'apakahh', 'terjun', 'payung', 'dibawah']","['bbri', 'apakahh', 'terjun', 'payung', 'bawah']",netral,bbri apakahh terjun payung bawah
2025-02-14 14:11:40+00:00,BBRI Dibanting Keras Net Sell Asing Mengganas #infosaham #investasi https://t.co/YAC3nGDHWT,bbri dibanting keras net sell asing mengganas #infosaham #investasi https://t.co/yac3ngdhwt,bbri dibanting keras net sell asing mengganas,"['bbri', 'dibanting', 'keras', 'net', 'sell', 'asing', 'mengganas']","['bbri', 'dibanting', 'keras', 'net', 'sell', 'asing', 'mengganas']","['bbri', 'dibanting', 'keras', 'net', 'sell', 'asing', 'mengganas']","['bbri', 'banting', 'keras', 'net', 'sell', 'asing', 'ganas']",negatif,bbri banting keras net sell asing ganas
2025-02-14 15:27:43+00:00,@utdfocusid BBRI lagi diskon,@utdfocusid bbri lagi diskon,bbri lagi diskon,"['bbri', 'lagi', 'diskon']","['bbri', 'lagi', 'diskon']","['bbri', 'diskon']","['bbri', 'diskon']",positif,bbri diskon
2025-02-14 15:37:07+00:00,liat bbri dan bank lainnya makin anjlok aja,liat bbri dan bank lainnya makin anjlok aja,liat bbri dan bank lainnya makin anjlok aja,"['liat', 'bbri', 'dan', 'bank', 'lainnya', 'makin', 'anjlok', 'aja']","['lihat', 'bbri', 'dan', 'bank', 'lainnya', 'makin', 'anjlok', 'saja']","['lihat', 'bbri', 'bank', 'lainnya', 'makin', 'anjlok']","['lihat', 'bbri', 'bank', 'lain', 'makin', 'anjlok']",negatif,lihat bbri bank lain makin anjlok
2025-02-14 16:03:22+00:00,Buyback bank BUMN terus berlanjut. Kali ini giliran $BMRI yang menyusul $BBRI dan $BBNI yang sebelumnya sudah lebih dulu mengumumkan buyback.,buyback bank bumn terus berlanjut. kali ini giliran $bmri yang menyusul $bbri dan $bbni yang sebelumnya sudah lebih dulu mengumumkan buyback.,buyback bank bumn terus berlanjut kali ini giliran bmri yang menyusul bbri dan bbni yang sebelumnya sudah lebih dulu mengumumkan buyback,"['buyback', 'bank', 'bumn', 'terus', 'berlanjut', 'kali', 'ini', 'giliran', 'bmri', 'yang', 'menyusul', 'bbri', 'dan', 'bbni', 'yang', 'sebelumnya', 'sudah', 'lebih', 'dulu', 'mengumumkan', 'buyback']","['buyback', 'bank', 'bumn', 'terus', 'berlanjut', 'kali', 'ini', 'giliran', 'bmri', 'yang', 'menyusul', 'bbri', 'dan', 'bbni', 'yang', 'sebelumnya', 'sudah', 'lebih', 'dulu', 'mengumumkan', 'buyback']","['buyback', 'bank', 'bumn', 'terus', 'berlanjut', 'kali', 'giliran', 'bmri', 'menyusul', 'bbri', 'bbni', 'sebelumnya', 'lebih', 'dulu', 'mengumumkan', 'buyback']","['buyback', 'bank', 'bumn', 'terus', 'lanjut', 'kali', 'gilir', 'bmri', 'susul', 'bbri', 'bbni', 'belum', 'lebih', 'dulu', 'umum', 'buyback']",positif,buyback bank bumn terus lanjut kali gilir bmri susul bbri bbni belum lebih dulu umum buyback
2025-02-14 16:41:26+00:00,Lu tau gsih apa yg lbh serem dr BBRI turun terus?MARGIN CALL dr sekuritas krn bnyk yg pk margin kl turunada selling pressure tinggi. G peduli harga brp paksa jual ngebuat saham makin turun. https://t.co/ND7S5vCq9V gw bkn materi broksum biar lu g gmpg dibego2&amp;dimanipulasi bandar https://t.co/SrMsI1JIiw,lu tau gsih apa yg lbh serem dr bbri turun terus?margin call dr sekuritas krn bnyk yg pk margin kl turunada selling pressure tinggi. g peduli harga brp paksa jual ngebuat saham makin turun. https://t.co/nd7s5vcq9v gw bkn materi broksum biar lu g gmpg dibego2&amp;dimanipulasi bandar https://t.co/srmsi1jiiw,lu tau gsih apa yg lbh serem dr bbri turun terusmargin call dr sekuritas krn bnyk yg pk margin kl turunada selling pressure tinggi g peduli harga brp paksa jual ngebuat saham makin turun gw bkn materi broksum biar lu g gmpg dibegoampdimanipulasi bandar,"['lu', 'tau', 'gsih', 'apa', 'yg', 'lbh', 'serem', 'dr', 'bbri', 'turun', 'terusmargin', 'call', 'dr', 'sekuritas', 'krn', 'bnyk', 'yg', 'pk', 'margin', 'kl', 'turunada', 'selling', 'pressure', 'tinggi', 'g', 'peduli', 'harga', 'brp', 'paksa', 'jual', 'ngebuat', 'saham', 'makin', 'turun', 'gw', 'bkn', 'materi', 'broksum', 'biar', 'lu', 'g', 'gmpg', 'dibegoampdimanipulasi', 'bandar']","['lu', 'tau', 'gsih', 'apa', 'yang', 'lebih', 'seram', 'dari', 'bbri', 'turun', 'terusmargin', 'call', 'dari', 'sekuritas', 'karena', 'banyak', 'yang', 'pakai', 'margin', 'kalo', 'turunada', 'selling', 'pressure', 'tinggi', 'enggak', 'peduli', 'harga', 'berapa', 'paksa', 'jual', 'ngebuat', 'saham', 'makin', 'turun', 'gue', 'bukan', 'materi', 'broksum', 'biar', 'lu', 'enggak', 'gampang', 'dibegoampdimanipulasi', 'bandar']","['lu', 'tau', 'gsih', 'apa', 'lebih', 'seram', 'bbri', 'turun', 'terusmargin', 'call', 'sekuritas', 'banyak', 'pakai', 'margin', 'kalo', 'turunada', 'selling', 'pressure', 'tinggi', 'enggak', 'peduli', 'harga', 'berapa', 'paksa', 'jual', 'ngebuat', 'saham', 'makin', 'turun', 'gue', 'bukan', 'materi', 'broksum', 'biar', 'lu', 'enggak', 'gampang', 'dibegoampdimanipulasi', 'bandar']","['lu', 'tau', 'gsih', 'apa', 'lebih', 'seram', 'bbri', 'turun', 'terusmargin', 'call', 'sekuritas', 'banyak', 'pakai', 'margin', 'kalo', 'turunada', 'selling', 'pressure', 'tinggi', 'enggak', 'peduli', 'harga', 'berapa', 'paksa', 'jual', 'ngebuat', 'saham', 'makin', 'turun', 'gue', 'bukan', 'materi', 'broksum', 'biar', 'lu', 'enggak', 'gampang', 'dibegoampdimanipulasi', 'bandar']",negatif,lu tau gsih apa lebih seram bbri turun terusmargin call sekuritas banyak pakai margin kalo turunada selling pressure tinggi enggak peduli harga berapa paksa jual ngebuat saham makin turun gue bukan materi broksum biar lu enggak gampang dibegoampdimanipulasi bandar
2025-02-14 16:44:48+00:00,Lu tau gsih apa yg lebih serem dr BBRI yang turun terus? Asing keluar terus? Yaitu adalah MARGIN CALL dr sekuritas krn bnyk yg pk margin &amp; kalau udh turun pasti ada selling pressure yang tinggi. Sekuritas g peduli harga brp pun harus paksa jual yg ngebuat saham bisa mkin turun,lu tau gsih apa yg lebih serem dr bbri yang turun terus? asing keluar terus? yaitu adalah margin call dr sekuritas krn bnyk yg pk margin &amp; kalau udh turun pasti ada selling pressure yang tinggi. sekuritas g peduli harga brp pun harus paksa jual yg ngebuat saham bisa mkin turun,lu tau gsih apa yg lebih serem dr bbri yang turun terus asing keluar terus yaitu adalah margin call dr sekuritas krn bnyk yg pk margin amp kalau udh turun pasti ada selling pressure yang tinggi sekuritas g peduli harga brp pun harus paksa jual yg ngebuat saham bisa mkin turun,"['lu', 'tau', 'gsih', 'apa', 'yg', 'lebih', 'serem', 'dr', 'bbri', 'yang', 'turun', 'terus', 'asing', 'keluar', 'terus', 'yaitu', 'adalah', 'margin', 'call', 'dr', 'sekuritas', 'krn', 'bnyk', 'yg', 'pk', 'margin', 'amp', 'kalau', 'udh', 'turun', 'pasti', 'ada', 'selling', 'pressure', 'yang', 'tinggi', 'sekuritas', 'g', 'peduli', 'harga', 'brp', 'pun', 'harus', 'paksa', 'jual', 'yg', 'ngebuat', 'saham', 'bisa', 'mkin', 'turun']","['lu', 'tau', 'gsih', 'apa', 'yang', 'lebih', 'seram', 'dari', 'bbri', 'yang', 'turun', 'terus', 'asing', 'keluar', 'terus', 'yaitu', 'adalah', 'margin', 'call', 'dari', 'sekuritas', 'karena', 'banyak', 'yang', 'pakai', 'margin', 'amp', 'kalau', 'sudah', 'turun', 'pasti', 'ada', 'selling', 'pressure', 'yang', 'tinggi', 'sekuritas', 'enggak', 'peduli', 'harga', 'berapa', 'pun', 'harus', 'paksa', 'jual', 'yang', 'ngebuat', 'saham', 'bisa', 'makin', 'turun']","['lu', 'tau', 'gsih', 'apa', 'lebih', 'seram', 'bbri', 'turun', 'terus', 'asing', 'keluar', 'terus', 'margin', 'call', 'sekuritas', 'banyak', 'pakai', 'margin', 'amp', 'kalau', 'turun', 'selling', 'pressure', 'tinggi', 'sekuritas', 'enggak', 'peduli', 'harga', 'berapa', 'paksa', 'jual', 'ngebuat', 'saham', 'makin', 'turun']","['lu', 'tau', 'gsih', 'apa', 'lebih', 'seram', 'bbri', 'turun', 'terus', 'asing', 'keluar', 'terus', 'margin', 'call', 'sekuritas', 'banyak', 'pakai', 'margin', 'amp', 'kalau', 'turun', 'selling', 'pressure', 'tinggi', 'sekuritas', 'enggak', 'peduli', 'harga', 'berapa', 'paksa', 'jual', 'ngebuat', 'saham', 'makin', 'turun']",negatif,lu tau gsih apa lebih seram bbri turun terus asing keluar terus margin call sekuritas banyak pakai margin amp kalau turun selling pressure tinggi sekuritas enggak peduli harga berapa paksa jual ngebuat saham makin turun
2025-02-14 17:04:29+00:00,@anggaajisy Lu mah mending gw nabung tiap bulan kubeliin saham BBRI malah turun terus itu saham ngentod.,@anggaajisy lu mah mending gw nabung tiap bulan kubeliin saham bbri malah turun terus itu saham ngentod.,lu mah mending gw nabung tiap bulan kubeliin saham bbri malah turun terus itu saham ngentod,"['lu', 'mah', 'mending', 'gw', 'nabung', 'tiap', 'bulan', 'kubeliin', 'saham', 'bbri', 'malah', 'turun', 'terus', 'itu', 'saham', 'ngentod']","['lu', 'mah', 'mending', 'gue', 'nabung', 'tiap', 'bulan', 'kubeliin', 'saham', 'bbri', 'malah', 'turun', 'terus', 'itu', 'saham', 'ngentod']","['lu', 'mah', 'mending', 'gue', 'nabung', 'tiap', 'bulan', 'kubeliin', 'saham', 'bbri', 'malah', 'turun', 'terus', 'saham', 'ngentod']","['lu', 'mah', 'mending', 'gue', 'nabung', 'tiap', 'bulan', 'kubeliin', 'saham', 'bbri', 'malah', 'turun', 'terus', 'saham', 'ngentod']",negatif,lu mah mending gue nabung tiap bulan kubeliin saham bbri malah turun terus saham ngentod
2025-02-14 19:07:10+00:00,kalo per lembar saham bbri itu 5rb 2400 lembar itu cuma 12jt,kalo per lembar saham bbri itu 5rb 2400 lembar itu cuma 12jt,kalo per lembar saham bbri itu rb lembar itu cuma jt,"['kalo', 'per', 'lembar', 'saham', 'bbri', 'itu', 'rb', 'lembar', 'itu', 'cuma', 'jt']","['kalo', 'per', 'lembar', 'saham', 'bbri', 'itu', 'ribu', 'lembar', 'itu', 'cuma', 'juta']","['kalo', 'per', 'lembar', 'saham', 'bbri', 'ribu', 'lembar', 'cuma', 'juta']","['kalo', 'per', 'lembar', 'saham', 'bbri', 'ribu', 'lembar', 'cuma', 'juta']",negatif,kalo per lembar saham bbri ribu lembar cuma juta
2025-02-14 20:33:13+00:00,Udah lama gak cek saham di stokbit ternyata BBRI udah bagi dividen yak muehehehe mayan buat jajan ,udah lama gak cek saham di stokbit ternyata bbri udah bagi dividen yak muehehehe mayan buat jajan ,udah lama gak cek saham di stokbit ternyata bbri udah bagi dividen yak muehehehe mayan buat jajan,"['udah', 'lama', 'gak', 'cek', 'saham', 'di', 'stokbit', 'ternyata', 'bbri', 'udah', 'bagi', 'dividen', 'yak', 'muehehehe', 'mayan', 'buat', 'jajan']","['sudah', 'lama', 'enggak', 'cek', 'saham', 'di', 'stokbit', 'ternyata', 'bbri', 'sudah', 'bagi', 'dividen', 'ya', 'muehehehe', 'lumayan', 'buat', 'jajan']","['lama', 'enggak', 'cek', 'saham', 'stokbit', 'ternyata', 'bbri', 'dividen', 'muehehehe', 'lumayan', 'buat', 'jajan']","['lama', 'enggak', 'cek', 'saham', 'stokbit', 'nyata', 'bbri', 'dividen', 'muehehehe', 'lumayan', 'buat', 'jajan']",positif,lama enggak cek saham stokbit nyata bbri dividen muehehehe lumayan buat jajan
2025-02-15 03:09:21+00:00,Empat bank berkapitalisasi jumbo telah melaporkan kinerjanya sepanjang 2024. PT Bank Rakyat Indonesia Tbk (BBRI) menempati posisi pertama sebagai bank yang memiliki laba konsolidasi paling besar di 2024 sebesar Rp60 1 triliun. Baca selengkapnya: https://t.co/t4plopZn9b #Laba https://t.co/swgOoudEuJ,empat bank berkapitalisasi jumbo telah melaporkan kinerjanya sepanjang 2024. pt bank rakyat indonesia tbk (bbri) menempati posisi pertama sebagai bank yang memiliki laba konsolidasi paling besar di 2024 sebesar rp60 1 triliun. baca selengkapnya: https://t.co/t4plopzn9b #laba https://t.co/swgooudeuj,empat bank berkapitalisasi jumbo telah melaporkan kinerjanya sepanjang pt bank rakyat indonesia tbk bbri menempati posisi pertama sebagai bank yang memiliki laba konsolidasi paling besar di sebesar rp triliun baca selengkapnya,"['empat', 'bank', 'berkapitalisasi', 'jumbo', 'telah', 'melaporkan', 'kinerjanya', 'sepanjang', 'pt', 'bank', 'rakyat', 'indonesia', 'tbk', 'bbri', 'menempati', 'posisi', 'pertama', 'sebagai', 'bank', 'yang', 'memiliki', 'laba', 'konsolidasi', 'paling', 'besar', 'di', 'sebesar', 'rp', 'triliun', 'baca', 'selengkapnya']","['empat', 'bank', 'berkapitalisasi', 'jumbo', 'telah', 'melaporkan', 'kinerjanya', 'sepanjang', 'pt', 'bank', 'rakyat', 'indonesia', 'tbk', 'bbri', 'menempati', 'posisi', 'pertama', 'sebagai', 'bank', 'yang', 'memiliki', 'laba', 'konsolidasi', 'paling', 'besar', 'di', 'sebesar', 'rp', 'triliun', 'baca', 'selengkapnya']","['empat', 'bank', 'berkapitalisasi', 'jumbo', 'melaporkan', 'kinerjanya', 'sepanjang', 'pt', 'bank', 'rakyat', 'indonesia', 'tbk', 'bbri', 'menempati', 'posisi', 'pertama', 'bank', 'memiliki', 'laba', 'konsolidasi', 'paling', 'besar', 'sebesar', 'rp', 'triliun', 'baca', 'selengkapnya']","['empat', 'bank', 'kapital', 'jumbo', 'lapor', 'kerja', 'panjang', 'pt', 'bank', 'rakyat', 'indonesia', 'tbk', 'bbri', 'tempat', 'posisi', 'pertama', 'bank', 'milik', 'laba', 'konsolidasi', 'paling', 'besar', 'besar', 'rp', 'triliun', 'baca', 'lengkap']",positif,empat bank kapital jumbo lapor kerja panjang pt bank rakyat indonesia tbk bbri tempat posisi pertama bank milik laba konsolidasi paling besar besar rp triliun baca lengkap
2025-02-15 07:39:45+00:00, Investor asing terus jual saham di BEI! Net sell mencapai 320 66 juta saham dengan BBRI jadi korban terbesar (net sell 207 93 juta saham). Peluang atau ancaman? Cek berita lengkapnya: https://t.co/tssa41oEwx #BBRI #Investasi #NetSell #StockMarket https://t.co/durbrIKx8f, investor asing terus jual saham di bei! net sell mencapai 320 66 juta saham dengan bbri jadi korban terbesar (net sell 207 93 juta saham). peluang atau ancaman? cek berita lengkapnya: https://t.co/tssa41oewx #bbri #investasi #netsell #stockmarket https://t.co/durbrikx8f,investor asing terus jual saham di bei net sell mencapai juta saham dengan bbri jadi korban terbesar net sell juta saham peluang atau ancaman cek berita lengkapnya,"['investor', 'asing', 'terus', 'jual', 'saham', 'di', 'bei', 'net', 'sell', 'mencapai', 'juta', 'saham', 'dengan', 'bbri', 'jadi', 'korban', 'terbesar', 'net', 'sell', 'juta', 'saham', 'peluang', 'atau', 'ancaman', 'cek', 'berita', 'lengkapnya']","['investor', 'asing', 'terus', 'jual', 'saham', 'di', 'bei', 'net', 'sell', 'mencapai', 'juta', 'saham', 'dengan', 'bbri', 'jadi', 'korban', 'terbesar', 'net', 'sell', 'juta', 'saham', 'peluang', 'atau', 'ancaman', 'cek', 'berita', 'lengkapnya']","['investor', 'asing', 'terus', 'jual', 'saham', 'bei', 'net', 'sell', 'mencapai', 'juta', 'saham', 'bbri', 'jadi', 'korban', 'terbesar', 'net', 'sell', 'juta', 'saham', 'peluang', 'ancaman', 'cek', 'berita', 'lengkapnya']","['investor', 'asing', 'terus', 'jual', 'saham', 'bei', 'net', 'sell', 'capai', 'juta', 'saham', 'bbri', 'jadi', 'korban', 'besar', 'net', 'sell', 'juta', 'saham', 'peluang', 'ancam', 'cek', 'berita', 'lengkap']",negatif,investor asing terus jual saham bei net sell capai juta saham bbri jadi korban besar net sell juta saham peluang ancam cek berita lengkap
2025-02-15 13:21:38+00:00,Mumpung Murah BBRI Diburu https://t.co/z4hjLiGYgf via @InvestorID,mumpung murah bbri diburu https://t.co/z4hjligygf via @investorid,mumpung murah bbri diburu via,"['mumpung', 'murah', 'bbri', 'diburu', 'via']","['mumpung', 'murah', 'bbri', 'diburu', 'via']","['mumpung', 'murah', 'bbri', 'diburu', 'via']","['mumpung', 'murah', 'bbri', 'buru', 'via']",positif,mumpung murah bbri buru via
2025-02-15 13:24:30+00:00,BBRI BMRI dan BBNI Siap Tebar Dividen Jumbo Intip Bocarannya https://t.co/NWnI4jRWDy,bbri bmri dan bbni siap tebar dividen jumbo intip bocarannya https://t.co/nwni4jrwdy,bbri bmri dan bbni siap tebar dividen jumbo intip bocarannya,"['bbri', 'bmri', 'dan', 'bbni', 'siap', 'tebar', 'dividen', 'jumbo', 'intip', 'bocarannya']","['bbri', 'bmri', 'dan', 'bbni', 'siap', 'tebar', 'dividen', 'jumbo', 'intip', 'bocarannya']","['bbri', 'bmri', 'bbni', 'siap', 'tebar', 'dividen', 'jumbo', 'intip', 'bocarannya']","['bbri', 'bmri', 'bbni', 'siap', 'tebar', 'dividen', 'jumbo', 'intip', 'bocarannya']",positif,bbri bmri bbni siap tebar dividen jumbo intip bocarannya
2025-02-15 20:02:59+00:00,Bingung bnget makin hari makin terjun Padahal mau plan di LM Tapi nyangkut di BBRI sama BNGA https://t.co/l9a9i8WMkm,bingung bnget makin hari makin terjun padahal mau plan di lm tapi nyangkut di bbri sama bnga https://t.co/l9a9i8wmkm,bingung bnget makin hari makin terjun padahal mau plan di lm tapi nyangkut di bbri sama bnga,"['bingung', 'bnget', 'makin', 'hari', 'makin', 'terjun', 'padahal', 'mau', 'plan', 'di', 'lm', 'tapi', 'nyangkut', 'di', 'bbri', 'sama', 'bnga']","['bingung', 'banget', 'makin', 'hari', 'makin', 'terjun', 'padahal', 'mau', 'plan', 'di', 'lm', 'tapi', 'nyangkut', 'di', 'bbri', 'sama', 'bnga']","['bingung', 'banget', 'makin', 'hari', 'makin', 'terjun', 'padahal', 'mau', 'plan', 'lm', 'nyangkut', 'bbri', 'sama', 'bnga']","['bingung', 'banget', 'makin', 'hari', 'makin', 'terjun', 'padahal', 'mau', 'plan', 'lm', 'nyangkut', 'bbri', 'sama', 'bnga']",negatif,bingung banget makin hari makin terjun padahal mau plan lm nyangkut bbri sama bnga
2025-02-16 03:30:59+00:00,BBRI udah murah sudah mulai bisa nyicil buat nabung sampai feb tahun depan.,bbri udah murah sudah mulai bisa nyicil buat nabung sampai feb tahun depan.,bbri udah murah sudah mulai bisa nyicil buat nabung sampai feb tahun depan,"['bbri', 'udah', 'murah', 'sudah', 'mulai', 'bisa', 'nyicil', 'buat', 'nabung', 'sampai', 'feb', 'tahun', 'depan']","['bbri', 'sudah', 'murah', 'sudah', 'mulai', 'bisa', 'nyicil', 'buat', 'nabung', 'sampai', 'feb', 'tahun', 'depan']","['bbri', 'murah', 'mulai', 'nyicil', 'buat', 'nabung', 'feb', 'tahun', 'depan']","['bbri', 'murah', 'mulai', 'nyicil', 'buat', 'nabung', 'feb', 'tahun', 'depan']",positif,bbri murah mulai nyicil buat nabung feb tahun depan
2025-02-16 05:07:54+00:00,#KaburAjaDulu klo besok #bbri ga bersahabat apa pendapat kalian,#kaburajadulu klo besok #bbri ga bersahabat apa pendapat kalian,klo besok ga bersahabat apa pendapat kalian,"['klo', 'besok', 'ga', 'bersahabat', 'apa', 'pendapat', 'kalian']","['kalo', 'besok', 'enggak', 'bersahabat', 'apa', 'pendapat', 'kalian']","['kalo', 'besok', 'enggak', 'bersahabat', 'apa', 'pendapat', 'kalian']","['kalo', 'besok', 'enggak', 'sahabat', 'apa', 'dapat', 'kalian']",netral,kalo besok enggak sahabat apa dapat kalian
2025-02-16 05:42:58+00:00,@Saham_fess Kenapa dengan BBRI dan UNVR? Maaf baru nyemplung di shm,@saham_fess kenapa dengan bbri dan unvr? maaf baru nyemplung di shm,kenapa dengan bbri dan unvr maaf baru nyemplung di shm,"['kenapa', 'dengan', 'bbri', 'dan', 'unvr', 'maaf', 'baru', 'nyemplung', 'di', 'shm']","['kenapa', 'dengan', 'bbri', 'dan', 'unvr', 'maaf', 'baru', 'nyemplung', 'di', 'shm']","['bbri', 'unvr', 'maaf', 'baru', 'nyemplung', 'shm']","['bbri', 'unvr', 'maaf', 'baru', 'nyemplung', 'shm']",netral,bbri unvr maaf baru nyemplung shm
